Arquivo,Deputado,Autor,Assunto,Data_Criacao,Data_Moficacao 
EMC 514-2017 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Dep. Jeronimo Goergen,,D:20170322064730-07'00',D:20170322064730-07'00'
EMC 515-2017 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Dep. Jeronimo Goergen,,D:20170322064738-07'00',D:20170322064738-07'00'
EMC 516-2017 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Dep. Jeronimo Goergen,,D:20170322064747-07'00',D:20170322064747-07'00'
EMC 517-2017 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Dep. Jeronimo Goergen,,D:20170322064756-07'00',D:20170322064756-07'00'
EMC 518-2017 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Dep. Jeronimo Goergen,,D:20170322064804-07'00',D:20170322064804-07'00'
EMC 519-2017 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Dep. Jeronimo Goergen,,D:20170322064812-07'00',D:20170322064812-07'00'
EMC 520-2017 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Dep. Jeronimo Goergen,,D:20170322064820-07'00',D:20170322064820-07'00'
EMC 521-2017 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Dep. Jeronimo Goergen,,D:20170322064625-07'00',D:20170322064625-07'00'
EMC 522-2017 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Dep. Jeronimo Goergen,,D:20170322064633-07'00',D:20170322064633-07'00'
EMC 523-2017 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Dep. Jeronimo Goergen,,D:20170322064642-07'00',D:20170322064642-07'00'
EMC 524-2017 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Dep. Jeronimo Goergen,,D:20170322064651-07'00',D:20170322064651-07'00'
EMC 525-2017 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Dep. Jeronimo Goergen,,D:20170322064659-07'00',D:20170322064659-07'00'
EMC 526-2017 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Dep. Jeronimo Goergen,,D:20170322064708-07'00',D:20170322064708-07'00'
EMC 527-2017 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Dep. Jeronimo Goergen,,D:20170322064717-07'00',D:20170322064717-07'00'
EMC 528-2017 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Dep. Jeronimo Goergen,,D:20170322064725-07'00',D:20170322064725-07'00'
EMC 529-2017 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Dep. Jeronimo Goergen,,D:20170322064734-07'00',D:20170322064734-07'00'
EMC 530-2017 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Dep. Jeronimo Goergen,,D:20170322064743-07'00',D:20170322064743-07'00'
EMC 531-2017 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Dep. Jeronimo Goergen,,D:20170322064751-07'00',D:20170322064751-07'00'
EMC 532-2017 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Dep. Jeronimo Goergen,,D:20170322064800-07'00',D:20170322064800-07'00'
EMC 533-2017 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Dep. Jeronimo Goergen,,D:20170322064940-07'00',D:20170322064940-07'00'
EMC 534-2017 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Dep. Jeronimo Goergen,,D:20170322064948-07'00',D:20170322064948-07'00'
EMC 535-2017 PL678716 =- PL 6787-2016.pdf,Átila Lira,Nathalie Roberta Ferreira De Mendonça Vieira,,D:20170322065528-07'00',D:20170322065528-07'00'
EMC 536-2017 PL678716 =- PL 6787-2016.pdf,Danilo Cabral,Nathalie Roberta Ferreira De Mendonça Vieira,,D:20170322065537-07'00',D:20170322065537-07'00'
EMC 537-2017 PL678716 =- PL 6787-2016.pdf,Danilo Cabral,Nathalie Roberta Ferreira De Mendonça Vieira,,D:20170322065545-07'00',D:20170322065545-07'00'
EMC 538-2017 PL678716 =- PL 6787-2016.pdf,Goulart,Izar,,D:20170322070900-07'00',D:20170322070900-07'00'
EMC 539-2017 PL678716 =- PL 6787-2016.pdf,Goulart,Izar,,D:20170322070908-07'00',D:20170322070908-07'00'
EMC 540-2017 PL678716 =- PL 6787-2016.pdf,Heitor Schuch,P_152700,,D:20170322072658-07'00',D:20170322072658-07'00'
EMC 541-2017 PL678716 =- PL 6787-2016.pdf,Arnaldo Jordy,MSBL,obrigatoriedade de refrigeração em veículos de transporte de passageiros,D:20170322074452-07'00',D:20170322074452-07'00'
EMC 542-2017 PL678716 =- PL 6787-2016.pdf,Arnaldo Jordy,MSBL,obrigatoriedade de refrigeração em veículos de transporte de passageiros,D:20170322074517-07'00',D:20170322074517-07'00'
EMC 543-2017 PL678716 =- PL 6787-2016.pdf,Arnaldo Jordy,MSBL,obrigatoriedade de refrigeração em veículos de transporte de passageiros,D:20170322074533-07'00',D:20170322074533-07'00'
EMC 544-2017 PL678716 =- PL 6787-2016.pdf,Arnaldo Jordy,MSBL,obrigatoriedade de refrigeração em veículos de transporte de passageiros,D:20170322074542-07'00',D:20170322074542-07'00'
EMC 545-2017 PL678716 =- PL 6787-2016.pdf,Ronaldo Carletto,Fabio de Barros Correia Gomes,EMD ADI - Emenda Aditiva,D:20170322075913-07'00',D:20170322075913-07'00'
EMC 546-2017 PL678716 =- PL 6787-2016.pdf,Ronaldo Carletto,Fabio de Barros Correia Gomes,EMD ADI - Emenda Aditiva,D:20170322080900-07'00',D:20170322080900-07'00'
EMC 547-2017 PL678716 =- PL 6787-2016.pdf,Assis Melo,Ivanete Alves Oliveira,,D:20170322081606-07'00',D:20170322081606-07'00'
EMC 548-2017 PL678716 =- PL 6787-2016.pdf,Assis Melo,Ivanete Alves Oliveira,,D:20170322081456-07'00',D:20170322081456-07'00'
EMC 549-2017 PL678716 =- PL 6787-2016.pdf,Assis Melo,Ivanete Alves Oliveira,,D:20170322081505-07'00',D:20170322081505-07'00'
EMC 550-2017 PL678716 =- PL 6787-2016.pdf,Assis Melo,Ivanete Alves Oliveira,,D:20170322081513-07'00',D:20170322081513-07'00'
EMC 551-2017 PL678716 =- PL 6787-2016.pdf,Assis Melo,Ivanete Alves Oliveira,,D:20170322081522-07'00',D:20170322081522-07'00'
EMC 552-2017 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,Angelo Fabiano Farias da Costa,,D:20170322082538-07'00',D:20170322082538-07'00'
EMC 553-2017 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,Angelo Fabiano Farias da Costa,,D:20170322082547-07'00',D:20170322082547-07'00'
EMC 554-2017 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,Angelo Fabiano Farias da Costa,,D:20170322082555-07'00',D:20170322082555-07'00'
EMC 555-2017 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,Angelo Fabiano Farias da Costa,,D:20170322082603-07'00',D:20170322082603-07'00'
EMC 556-2017 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,Angelo Fabiano Farias da Costa,,D:20170322082612-07'00',D:20170322082612-07'00'
EMC 557-2017 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,Angelo Fabiano Farias da Costa,,D:20170322082635-07'00',D:20170322082635-07'00'
EMC 558-2017 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,Angelo Fabiano Farias da Costa,,D:20170322082644-07'00',D:20170322082644-07'00'
EMC 559-2017 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,Angelo Fabiano Farias da Costa,,D:20170322082652-07'00',D:20170322082652-07'00'
EMC 560-2017 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,Angelo Fabiano Farias da Costa,,D:20170322083734-07'00',D:20170322083734-07'00'
EMC 561-2017 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,Angelo Fabiano Farias da Costa,,D:20170322082738-07'00',D:20170322082738-07'00'
EMC 562-2017 PL678716 =- PL 6787-2016.pdf,Danilo Cabral,P_152700,,D:20170322091234-07'00',D:20170322091234-07'00'
EMC 563-2017 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,Amanda Galvão Ferreira Tabosa,,D:20170322101932-07'00',D:20170322101932-07'00'
EMC 564-2017 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Dep. Jeronimo Goergen,,D:20170322102918-07'00',D:20170322102918-07'00'
EMC 565-2017 PL678716 =- PL 6787-2016.pdf,Renata Abreu,Gabrielle Do Nascimento Fernandes,,D:20170322102927-07'00',D:20170322102927-07'00'
EMC 566-2017 PL678716 =- PL 6787-2016.pdf,Renata Abreu,Gabrielle Do Nascimento Fernandes,,D:20170322102935-07'00',D:20170322102935-07'00'
EMC 567-2017 PL678716 =- PL 6787-2016.pdf,Renata Abreu,Gabrielle Do Nascimento Fernandes,,D:20170322102953-07'00',D:20170322102953-07'00'
EMC 568-2017 PL678716 =- PL 6787-2016.pdf,Renata Abreu,Gabrielle Do Nascimento Fernandes,,D:20170322102543-07'00',D:20170322102543-07'00'
EMC 569-2017 PL678716 =- PL 6787-2016.pdf,Renata Abreu,Gabrielle Do Nascimento Fernandes,,D:20170322102551-07'00',D:20170322102551-07'00'
EMC 570-2017 PL678716 =- PL 6787-2016.pdf,Daniel Almeida,Angelo Fabiano Farias da Costa,,D:20170322102600-07'00',D:20170322102600-07'00'
EMC 571-2017 PL678716 =- PL 6787-2016.pdf,Daniel Almeida,Angelo Fabiano Farias da Costa,,D:20170322102608-07'00',D:20170322102608-07'00'
EMC 572-2017 PL678716 =- PL 6787-2016.pdf,Daniel Almeida,Angelo Fabiano Farias da Costa,,D:20170322102617-07'00',D:20170322102617-07'00'
EMC 573-2017 PL678716 =- PL 6787-2016.pdf,Daniel Almeida,Angelo Fabiano Farias da Costa,,D:20170322102626-07'00',D:20170322102626-07'00'
EMC 574-2017 PL678716 =- PL 6787-2016.pdf,Daniel Almeida,Fojo,,D:20170322102635-07'00',D:20170322102635-07'00'
EMC 575-2017 PL678716 =- PL 6787-2016.pdf,Daniel Almeida,Fojo,,D:20170322102643-07'00',D:20170322102643-07'00'
EMC 576-2017 PL678716 =- PL 6787-2016.pdf,Orlando Silva,Osmar de Oliveira Aguiar,,D:20170322102652-07'00',D:20170322102652-07'00'
EMC 577-2017 PL678716 =- PL 6787-2016.pdf,Orlando Silva,Osmar de Oliveira Aguiar,,D:20170322102701-07'00',D:20170322102701-07'00'
EMC 578-2017 PL678716 =- PL 6787-2016.pdf,Orlando Silva,Osmar de Oliveira Aguiar,,D:20170322102709-07'00',D:20170322102709-07'00'
EMC 579-2017 PL678716 =- PL 6787-2016.pdf,Orlando Silva,Prodasen,,D:20170322102718-07'00',D:20170322102718-07'00'
EMC 580-2017 PL678716 =- PL 6787-2016.pdf,Orlando Silva,Osmar de Oliveira Aguiar,,D:20170322102727-07'00',D:20170322102727-07'00'
EMC 581-2017 PL678716 =- PL 6787-2016.pdf,Orlando Silva,Prodasen,,D:20170322102735-07'00',D:20170322102735-07'00'
EMC 582-2017 PL678716 =- PL 6787-2016.pdf,Orlando Silva,Osmar de Oliveira Aguiar,,D:20170322102744-07'00',D:20170322102744-07'00'
EMC 583-2017 PL678716 =- PL 6787-2016.pdf,Orlando Silva,Prodasen,,D:20170322102753-07'00',D:20170322102753-07'00'
EMC 584-2017 PL678716 =- PL 6787-2016.pdf,Alessandro Molon,Angelo Fabiano Farias da Costa,,D:20170322102834-07'00',D:20170322102834-07'00'
EMC 585-2017 PL678716 =- PL 6787-2016.pdf,Alessandro Molon,Angelo Fabiano Farias da Costa,,D:20170322102931-07'00',D:20170322102931-07'00'
EMC 586-2017 PL678716 =- PL 6787-2016.pdf,Alessandro Molon,Angelo Fabiano Farias da Costa,,D:20170322102940-07'00',D:20170322102940-07'00'
EMC 587-2017 PL678716 =- PL 6787-2016.pdf,Alessandro Molon,Angelo Fabiano Farias da Costa,,D:20170322102948-07'00',D:20170322102948-07'00'
EMC 588-2017 PL678716 =- PL 6787-2016.pdf,Alessandro Molon,Angelo Fabiano Farias da Costa,,D:20170322104006-07'00',D:20170322104006-07'00'
EMC 589-2017 PL678716 =- PL 6787-2016.pdf,Alessandro Molon,Priscilla Gurgel da Silva,,D:20170322104014-07'00',D:20170322104014-07'00'
EMC 590-2017 PL678716 =- PL 6787-2016.pdf,Alessandro Molon,Priscilla Gurgel da Silva,,D:20170322104022-07'00',D:20170322104022-07'00'
EMC 591-2017 PL678716 =- PL 6787-2016.pdf,Alessandro Molon,Angelo Fabiano Farias da Costa,,D:20170322103237-07'00',D:20170322103237-07'00'
EMC 592-2017 PL678716 =- PL 6787-2016.pdf,Christiane de Souza Yared,SINDETRANDF,,D:20170322103246-07'00',D:20170322103246-07'00'
EMC 593-2017 PL678716 =- PL 6787-2016.pdf,Wadih Damous,Angelo Fabiano Farias da Costa,,D:20170322103548-07'00',D:20170322103548-07'00'
EMC 594-2017 PL678716 =- PL 6787-2016.pdf,Wadih Damous,Angelo Fabiano Farias da Costa,,D:20170322103557-07'00',D:20170322103557-07'00'
EMC 595-2017 PL678716 =- PL 6787-2016.pdf,Eli Corrêa Filho,Administrator,,D:20170322103819-07'00',D:20170322103819-07'00'
EMC 596-2017 PL678716 =- PL 6787-2016.pdf,Eli Corrêa Filho,Administrator,,D:20170322103836-07'00',D:20170322103836-07'00'
EMC 597-2017 PL678716 =- PL 6787-2016.pdf,Eli Corrêa Filho,Administrator,,D:20170322103845-07'00',D:20170322103845-07'00'
EMC 598-2017 PL678716 =- PL 6787-2016.pdf,Eli Corrêa Filho,Andre Luis De Paula,,D:20170322103854-07'00',D:20170322103854-07'00'
EMC 599-2017 PL678716 =- PL 6787-2016.pdf,Wadih Damous,Angelo Fabiano Farias da Costa,,D:20170322103935-07'00',D:20170322103935-07'00'
EMC 600-2017 PL678716 =- PL 6787-2016.pdf,Wadih Damous,Angelo Fabiano Farias da Costa,,D:20170322103944-07'00',D:20170322103944-07'00'
EMC 601-2017 PL678716 =- PL 6787-2016.pdf,Wadih Damous,Angelo Fabiano Farias da Costa,,D:20170322104002-07'00',D:20170322104002-07'00'
EMC 602-2017 PL678716 =- PL 6787-2016.pdf,Wadih Damous,Angelo Fabiano Farias da Costa,,D:20170322104457-07'00',D:20170322104457-07'00'
EMC 603-2017 PL678716 =- PL 6787-2016.pdf,Wadih Damous,Angelo Fabiano Farias da Costa,,D:20170322104522-07'00',D:20170322104522-07'00'
EMC 604-2017 PL678716 =- PL 6787-2016.pdf,Celso Maldaner,CNI,,D:20170322104917-07'00',D:20170322104917-07'00'
EMC 605-2017 PL678716 =- PL 6787-2016.pdf,Celso Maldaner,CNI,,D:20170322104925-07'00',D:20170322104925-07'00'
EMC 606-2017 PL678716 =- PL 6787-2016.pdf,Celso Maldaner,CNI,,D:20170322105452-07'00',D:20170322105452-07'00'
EMC 607-2017 PL678716 =- PL 6787-2016.pdf,Celso Maldaner,CNI,,D:20170322105501-07'00',D:20170322105501-07'00'
EMC 608-2017 PL678716 =- PL 6787-2016.pdf,Celso Maldaner,CNI,,D:20170322105509-07'00',D:20170322105509-07'00'
EMC 609-2017 PL678716 =- PL 6787-2016.pdf,Celso Maldaner,Evandro Macedo,EMD ADI - Emenda Aditiva,D:20170322105517-07'00',D:20170322105517-07'00'
EMC 610-2017 PL678716 =- PL 6787-2016.pdf,Celso Maldaner,Evandro Macedo,EMD ADI - Emenda Aditiva,D:20170322105558-07'00',D:20170322105558-07'00'
EMC 611-2017 PL678716 =- PL 6787-2016.pdf,Celso Maldaner,Evandro Macedo,EMD ADI - Emenda Aditiva,D:20170322105606-07'00',D:20170322105606-07'00'
EMC 612-2017 PL678716 =- PL 6787-2016.pdf,Celso Maldaner,Evandro Macedo,EMD ADI - Emenda Aditiva,D:20170322105707-07'00',D:20170322105707-07'00'
EMC 613-2017 PL678716 =- PL 6787-2016.pdf,Celso Maldaner,Evandro Macedo,EMD ADI - Emenda Aditiva,D:20170322105715-07'00',D:20170322105715-07'00'
EMC 614-2017 PL678716 =- PL 6787-2016.pdf,Celso Maldaner,Evandro Macedo,EMD ADI - Emenda Aditiva,D:20170322105724-07'00',D:20170322105724-07'00'
EMC 615-2017 PL678716 =- PL 6787-2016.pdf,Celso Maldaner,Evandro Macedo,EMD ADI - Emenda Aditiva,D:20170322105732-07'00',D:20170322105732-07'00'
EMC 616-2017 PL678716 =- PL 6787-2016.pdf,Celso Maldaner,Evandro Macedo,EMD ADI - Emenda Aditiva,D:20170322105810-07'00',D:20170322105810-07'00'
EMC 617-2017 PL678716 =- PL 6787-2016.pdf,Celso Maldaner,Evandro Macedo,EMD ADI - Emenda Aditiva,D:20170322105819-07'00',D:20170322105819-07'00'
EMC 618-2017 PL678716 =- PL 6787-2016.pdf,Celso Maldaner,CNI,,D:20170322105827-07'00',D:20170322105827-07'00'
EMC 619-2017 PL678716 =- PL 6787-2016.pdf,Celso Maldaner,MOD.CONLE.ST 3032/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170322105913-07'00',D:20170322105913-07'00'
EMC 620-2017 PL678716 =- PL 6787-2016.pdf,Paulo Abi-Ackel,Antonio das Dores Pereira da Silva Neto,,D:20170322105922-07'00',D:20170322105922-07'00'
EMC 621-2017 PL678716 =- PL 6787-2016.pdf,Paulo Abi-Ackel,Antonio das Dores Pereira da Silva Neto,,D:20170322105930-07'00',D:20170322105930-07'00'
EMC 622-2017 PL678716 =- PL 6787-2016.pdf,Paulo Abi-Ackel,Antonio das Dores Pereira da Silva Neto,,D:20170322110649-07'00',D:20170322110649-07'00'
EMC 623-2017 PL678716 =- PL 6787-2016.pdf,Paulo Abi-Ackel,Antonio das Dores Pereira da Silva Neto,,D:20170322110658-07'00',D:20170322110658-07'00'
EMC 624-2017 PL678716 =- PL 6787-2016.pdf,Paulo Abi-Ackel,Antonio das Dores Pereira da Silva Neto,,D:20170322110707-07'00',D:20170322110707-07'00'
EMC 625-2017 PL678716 =- PL 6787-2016.pdf,Paulo Abi-Ackel,Antonio das Dores Pereira da Silva Neto,,D:20170322110716-07'00',D:20170322110716-07'00'
EMC 626-2017 PL678716 =- PL 6787-2016.pdf,Paulo Abi-Ackel,Antonio das Dores Pereira da Silva Neto,,D:20170322110725-07'00',D:20170322110725-07'00'
EMC 627-2017 PL678716 =- PL 6787-2016.pdf,Paulo Abi-Ackel,Antonio das Dores Pereira da Silva Neto,,D:20170322110544-07'00',D:20170322110544-07'00'
EMC 628-2017 PL678716 =- PL 6787-2016.pdf,Alceu Moreira,Administrador,,D:20170322110552-07'00',D:20170322110552-07'00'
EMC 629-2017 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,Dep. Jeronimo Goergen,,D:20170322110601-07'00',D:20170322110601-07'00'
EMC 630-2017 PL678716 =- PL 6787-2016.pdf,José Carlos Aleluia,Evandro Macedo,EMD ADI - Emenda Aditiva,D:20170322110610-07'00',D:20170322110610-07'00'
EMC 631-2017 PL678716 =- PL 6787-2016.pdf,José Carlos Aleluia,Evandro Macedo,EMD ADI - Emenda Aditiva,D:20170322110619-07'00',D:20170322110619-07'00'
EMC 632-2017 PL678716 =- PL 6787-2016.pdf,José Carlos Aleluia,p_ 119554,EMD ADI - Emenda Aditiva,D:20170322110627-07'00',D:20170322110627-07'00'
EMC 633-2017 PL678716 =- PL 6787-2016.pdf,José Carlos Aleluia,p_ 119554,EMD ADI - Emenda Aditiva,D:20170322110636-07'00',D:20170322110636-07'00'
EMC 634-2017 PL678716 =- PL 6787-2016.pdf,José Carlos Aleluia,Evandro Macedo,EMD ADI - Emenda Aditiva,D:20170322110645-07'00',D:20170322110645-07'00'
EMC 635-2017 PL678716 =- PL 6787-2016.pdf,José Carlos Aleluia,Evandro Macedo,EMD ADI - Emenda Aditiva,D:20170322110654-07'00',D:20170322110654-07'00'
EMC 636-2017 PL678716 =- PL 6787-2016.pdf,José Carlos Aleluia,p_ 119554,EMD ADI - Emenda Aditiva,D:20170322110702-07'00',D:20170322110702-07'00'
EMC 637-2017 PL678716 =- PL 6787-2016.pdf,José Carlos Aleluia,Evandro Macedo,EMD ADI - Emenda Aditiva,D:20170322110711-07'00',D:20170322110711-07'00'
EMC 638-2017 PL678716 =- PL 6787-2016.pdf,José Carlos Aleluia,Evandro Macedo,EMD ADI - Emenda Aditiva,D:20170322110721-07'00',D:20170322110721-07'00'
EMC 639-2017 PL678716 =- PL 6787-2016.pdf,José Carlos Aleluia,Evandro Macedo,EMD ADI - Emenda Aditiva,D:20170322110729-07'00',D:20170322110729-07'00'
EMC 640-2017 PL678716 =- PL 6787-2016.pdf,José Carlos Aleluia,p_ 119554,EMD ADI - Emenda Aditiva,D:20170322110738-07'00',D:20170322110738-07'00'
EMC 641-2017 PL678716 =- PL 6787-2016.pdf,José Carlos Aleluia,Evandro Macedo,EMD ADI - Emenda Aditiva,D:20170322110746-07'00',D:20170322110746-07'00'
EMC 642-2017 PL678716 =- PL 6787-2016.pdf,José Carlos Aleluia,Evandro Macedo,EMD ADI - Emenda Aditiva,D:20170322110754-07'00',D:20170322110754-07'00'
EMC 643-2017 PL678716 =- PL 6787-2016.pdf,José Carlos Aleluia,Evandro Macedo,EMD ADI - Emenda Aditiva,D:20170322110803-07'00',D:20170322110803-07'00'
EMC 644-2017 PL678716 =- PL 6787-2016.pdf,José Carlos Aleluia,Evandro Macedo,EMD ADI - Emenda Aditiva,D:20170322110811-07'00',D:20170322110811-07'00'
EMC 645-2017 PL678716 =- PL 6787-2016.pdf,José Carlos Aleluia,p_ 119554,EMD ADI - Emenda Aditiva,D:20170322110819-07'00',D:20170322110819-07'00'
EMC 646-2017 PL678716 =- PL 6787-2016.pdf,José Carlos Aleluia,p_ 119554,EMD ADI - Emenda Aditiva,D:20170322110913-07'00',D:20170322110913-07'00'
EMC 647-2017 PL678716 =- PL 6787-2016.pdf,José Carlos Aleluia,p_ 119554,EMD ADI - Emenda Aditiva,D:20170322110921-07'00',D:20170322110921-07'00'
EMC 648-2017 PL678716 =- PL 6787-2016.pdf,José Carlos Aleluia,p_ 119554,EMD ADI - Emenda Aditiva,D:20170322111900-07'00',D:20170322111900-07'00'
EMC 649-2017 PL678716 =- PL 6787-2016.pdf,José Carlos Aleluia,p_ 119554,EMD ADI - Emenda Aditiva,D:20170322114633-07'00',D:20170322114633-07'00'
EMC 650-2017 PL678716 =- PL 6787-2016.pdf,José Carlos Aleluia,p_ 119554,EMD ADI - Emenda Aditiva,D:20170322114844-07'00',D:20170322114844-07'00'
EMC 651-2017 PL678716 =- PL 6787-2016.pdf,Zé Silva,USER,,D:20170322115209-07'00',D:20170322115209-07'00'
EMC 652-2017 PL678716 =- PL 6787-2016.pdf,Zé Silva,USER,,D:20170322115217-07'00',D:20170322115217-07'00'
EMC 653-2017 PL678716 =- PL 6787-2016.pdf,Zé Silva,USER,,D:20170322115845-07'00',D:20170322115845-07'00'
EMC 654-2017 PL678716 =- PL 6787-2016.pdf,Zé Silva,USER,,D:20170322115946-07'00',D:20170322115946-07'00'
EMC 655-2017 PL678716 =- PL 6787-2016.pdf,Zé Silva,USER,,D:20170322115955-07'00',D:20170322115955-07'00'
EMC 656-2017 PL678716 =- PL 6787-2016.pdf,Zé Silva,USER,,D:20170322120003-07'00',D:20170322120003-07'00'
EMC 657-2017 PL678716 =- PL 6787-2016.pdf,Zé Silva,USER,,D:20170322120532-07'00',D:20170322120532-07'00'
EMC 658-2017 PL678716 =- PL 6787-2016.pdf,Alessandro Molon,Priscilla Gurgel da Silva,,D:20170322120541-07'00',D:20170322120541-07'00'
EMC 659-2017 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,Amanda Galvão Ferreira Tabosa,,D:20170322120549-07'00',D:20170322120549-07'00'
EMC 660-2017 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,Valeria Da Silva,,D:20170322120558-07'00',D:20170322120558-07'00'
EMC 661-2017 PL678716 =- PL 6787-2016.pdf,Nelson Marquezelli,Rafael da Silva Pinto,,D:20170322120606-07'00',D:20170322120606-07'00'
EMC 662-2017 PL678716 =- PL 6787-2016.pdf,Nelson Marquezelli,Rafael da Silva Pinto,,D:20170322120614-07'00',D:20170322120614-07'00'
EMC 663-2017 PL678716 =- PL 6787-2016.pdf,Nelson Marquezelli,Rafael da Silva Pinto,,D:20170322120622-07'00',D:20170322120622-07'00'
EMC 664-2017 PL678716 =- PL 6787-2016.pdf,Wadih Damous,Angelo Fabiano Farias da Costa,,D:20170322120631-07'00',D:20170322120631-07'00'
EMC 665-2017 PL678716 =- PL 6787-2016.pdf,Wadih Damous,Angelo Fabiano Farias da Costa,,D:20170322120639-07'00',D:20170322120639-07'00'
EMC 666-2017 PL678716 =- PL 6787-2016.pdf,Valdir Colatto,P_4189,,D:20170322120647-07'00',D:20170322120647-07'00'
EMC 667-2017 PL678716 =- PL 6787-2016.pdf,Valdir Colatto,P_4189,,D:20170322120656-07'00',D:20170322120656-07'00'
EMC 668-2017 PL678716 =- PL 6787-2016.pdf,Valdir Colatto,P_4189,,D:20170322120734-07'00',D:20170322120734-07'00'
EMC 669-2017 PL678716 =- PL 6787-2016.pdf,Valdir Colatto,P_4189,,D:20170322120751-07'00',D:20170322120751-07'00'
EMC 670-2017 PL678716 =- PL 6787-2016.pdf,Valdir Colatto,P_4189,,D:20170322120837-07'00',D:20170322120837-07'00'
EMC 671-2017 PL678716 =- PL 6787-2016.pdf,Valdir Colatto,Adrelina da Silva Carvalho,,D:20170322120846-07'00',D:20170322120846-07'00'
EMC 672-2017 PL678716 =- PL 6787-2016.pdf,Valdir Colatto,Adrelina da Silva Carvalho,,D:20170322120854-07'00',D:20170322120854-07'00'
